kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;vervaldatum_apk_dt;aantal_zitplaatsen;cilinderinhoud;bruto_bpm;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;type_gasinstallatie
00KBG8;Personenauto;TOYOTA;TOYOTA AYGO;20220201;hatchback;BLAUW;Niet geregistreerd;3;780;880;20091015;20091015;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2022-02-01T00:00:00.000;2009-10-15T00:00:00.000;2009-10-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230705;2023-07-05T00:00:00.000;4;998;;1190;;;9310;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMRKW(1G);0;A;;
00KBL3;Personenauto;TOYOTA;TOYOTA YARIS;20180823;MPV;WIT;Niet geregistreerd;4;1025;1125;20091012;20091012;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;1;0.07;246;Nee;Ja;Nee;2380;2023;Logisch;00;Ja;2018-08-23T00:00:00.000;2009-10-12T00:00:00.000;2009-10-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240116;2024-01-16T00:00:00.000;5;1329;2302;1480;550;900;17149;XP9F(A);e11*2001/116*0249*04;NSP90(H);NSP90L-CHFGKW(3E);0;A;;
00KBP3;Personenauto;TOYOTA;TOYOTA PRIUS;20170109;hatchback;GRIJS;Niet geregistreerd;4;1345;1445;20091014;20091014;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2017-01-09T00:00:00.000;2009-10-14T00:00:00.000;2009-10-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230813;2023-08-13T00:00:00.000;5;1798;;1805;;;25580;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(2A);0;A;0.00;
00KBP4;Personenauto;TOYOTA;TOYOTA IQ;20210501;coupe;ZWART;Niet geregistreerd;3;820;920;20091020;20091020;Geen verstrekking in Open Data;Ja;2;4;0;0;299;0;M1;by dwarsbalk;1210;0;0.05;200;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2021-05-01T00:00:00.000;2009-10-20T00:00:00.000;2009-10-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240213;2024-02-13T00:00:00.000;4;998;;1210;;;14639;AJ1(A);e6*2001/116*0119*00;KGJ10(G);KGJ10L-BGMRGW(2A);0;A;;
00KBS3;Personenauto;TOYOTA;TOYOTA AYGO;20190413;hatchback;WIT;Niet geregistreerd;3;805;905;20091009;20091009;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2019-04-13T00:00:00.000;2009-10-09T00:00:00.000;2009-10-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231020;2023-10-20T00:00:00.000;4;998;;1190;;;11789;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00KBS4;Personenauto;TOYOTA;TOYOTA AYGO;20111014;hatchback;ZWART;Niet geregistreerd;3;780;880;20091029;20091029;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2011-10-14T00:00:00.000;2009-10-29T00:00:00.000;2009-10-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231029;2023-10-29T00:00:00.000;4;998;;1190;;;9310;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMRKW(1G);0;A;;
00KBT8;Personenauto;TOYOTA;TOYOTA AYGO;20140124;hatchback;GRIJS;Niet geregistreerd;3;805;905;20091104;20091104;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2014-01-24T00:00:00.000;2009-11-04T00:00:00.000;2009-11-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240129;2024-01-29T00:00:00.000;4;998;;1190;;;10889;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00KBT9;Personenauto;TOYOTA;TOYOTA AYGO;20200421;hatchback;BLAUW;Niet geregistreerd;3;805;905;20091020;20091020;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-04-21T00:00:00.000;2009-10-20T00:00:00.000;2009-10-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231214;2023-12-14T00:00:00.000;4;998;;1190;;;11644;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00KBV1;Personenauto;TOYOTA;TOYOTA RAV4;20160302;MPV;GRIJS;Niet geregistreerd;4;1400;1500;20091015;20091015;Geen verstrekking in Open Data;Ja;5;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;2070;0;0.08;256;Nee;Nee;Nee;4070;2022;Logisch;00;Ja;2016-03-02T00:00:00.000;2009-10-15T00:00:00.000;2009-10-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231015;2023-10-15T00:00:00.000;5;1987;6014;2070;750;2000;27740;XA3(A);e6*2001/116*0105*05;ZSA35(W);ZSA35L-AWFXPW(1F);0;C;;
00KDF8;Personenauto;TOYOTA;TOYOTA YARIS;20131227;MPV;ZWART;Niet geregistreerd;4;1025;1125;20091104;20091104;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;1;0.07;246;Nee;Nee;Nee;2380;2022;Logisch;00;Ja;2013-12-27T00:00:00.000;2009-11-04T00:00:00.000;2009-11-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231110;2023-11-10T00:00:00.000;5;1329;2428;1480;550;900;17650;XP9F(A);e11*2001/116*0249*04;NSP90(H);NSP90L-CHFGKW(3E);0;A;;
00KDH8;Personenauto;TOYOTA;TOYOTA AYGO;20230102;hatchback;WIT;Niet geregistreerd;3;805;905;20091020;20091020;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-01-02T00:00:00.000;2009-10-20T00:00:00.000;2009-10-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231114;2023-11-14T00:00:00.000;4;998;;1190;;;9965;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00KDK4;Personenauto;TOYOTA;TOYOTA AYGO;20210625;hatchback;WIT;Niet geregistreerd;3;805;905;20100217;20100217;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2021-06-25T00:00:00.000;2010-02-17T00:00:00.000;2010-02-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240217;2024-02-17T00:00:00.000;4;998;;1190;;;11789;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00KDN4;Personenauto;TOYOTA;TOYOTA YARIS;20131114;MPV;BEIGE;Niet geregistreerd;3;965;1065;20091022;20091022;Geen verstrekking in Open Data;Ja;2;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1440;1;0.05;246;Nee;Nee;Nee;2190;2023;Logisch;00;Ja;2013-11-14T00:00:00.000;2009-10-22T00:00:00.000;2009-10-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240318;2024-03-18T00:00:00.000;5;998;1130;1440;532;750;12490;XP9F(A);e11*2001/116*0249*04;KSP90(G);KSP90L-CGMRKW(5E);0;A;;
00KDP9;Personenauto;TOYOTA;TOYOTA AVENSIS;20210115;MPV;ZWART;Niet geregistreerd;4;1385;1485;20091023;20091023;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. bodemplaat by voorzitting;2000;1;0.07;270;Nee;Nee;Nee;3500;2023;Logisch;00;Ja;2021-01-15T00:00:00.000;2009-10-23T00:00:00.000;2009-10-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240317;2024-03-17T00:00:00.000;5;1798;5372;2000;500;1500;29350;T27;e11*2001/116*0331*02;ZRT271(W);ZRT271L-AWFEPW(1C);0;A;;
00KDT3;Personenauto;TOYOTA;TOYOTA YARIS;20191113;MPV;GRIJS;Niet geregistreerd;4;1015;1115;20091110;20091110;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;1;0.07;246;Nee;Nee;Nee;2230;2022;Logisch;00;Ja;2019-11-13T00:00:00.000;2009-11-10T00:00:00.000;2009-11-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230907;2023-09-07T00:00:00.000;5;1329;2671;1480;550;750;18616;XP9F(A);e11*2001/116*0249*04;NSP90(H);NSP90L-CHLGKW(1E);0;A;;
00KDT4;Personenauto;TOYOTA;TOYOTA AYGO;20190409;hatchback;WIT;Niet geregistreerd;3;805;905;20091024;20091024;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2019-04-09T00:00:00.000;2009-10-24T00:00:00.000;2009-10-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231024;2023-10-24T00:00:00.000;4;998;;1190;;;10689;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00KDX5;Personenauto;TOYOTA;TOYOTA RAV4;20170422;MPV;GRIJS;Niet geregistreerd;4;1450;1550;20091023;20091023;Geen verstrekking in Open Data;Ja;5;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;2070;0;0.07;256;Nee;Nee;Nee;4070;2023;Logisch;00;Ja;2017-04-22T00:00:00.000;2009-10-23T00:00:00.000;2009-10-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240309;2024-03-09T00:00:00.000;5;1987;8413;2070;750;2000;37275;XA3(A);e6*2001/116*0105*05;ZSA30(W);ZSA30L-AWFGPW(2F);0;C;;
00KFB3;Personenauto;TOYOTA;TOYOTA COROLLA;20120208;sedan;GRIJS;Niet geregistreerd;4;1215;1315;20091029;20091029;Geen verstrekking in Open Data;Ja;4;4;0;0;454;0;M1;by r. voorzitting op bodemplaat;1760;0;0.07;260;Nee;Nee;Nee;3060;2022;Logisch;00;Ja;2012-02-08T00:00:00.000;2009-10-29T00:00:00.000;2009-10-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231030;2023-10-30T00:00:00.000;5;1598;3692;1760;450;1300;20590;;e11*2001/116*0314*00;ZRE151(E);ZRE151L-DEMDKW(1A);0;B;;
00KFF2;Personenauto;TOYOTA;TOYOTA AYGO;20210329;hatchback;WIT;Niet geregistreerd;3;775;875;20091029;20091029;Geen verstrekking in Open Data;Ja;2;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-03-29T00:00:00.000;2009-10-29T00:00:00.000;2009-10-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231107;2023-11-07T00:00:00.000;4;998;;1180;;;9644;AB1;e11*2001/116*0236*06;KGB10(G);KGB10L-AGMRKW(1G);0;A;;
00KFH4;Personenauto;TOYOTA;TOYOTA AYGO;20210114;hatchback;GRIJS;Niet geregistreerd;3;805;905;20091030;20091030;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Onlogisch;04;Ja;2021-01-14T00:00:00.000;2009-10-30T00:00:00.000;2009-10-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240114;2024-01-14T00:00:00.000;4;998;;1190;;;11014;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00KFR3;Personenauto;TOYOTA;TOYOTA YARIS;20230510;MPV;BEIGE;Niet geregistreerd;4;1015;1115;20091104;20091104;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;1;0.07;246;Nee;Nee;Nee;2230;2023;Logisch;00;Ja;2023-05-10T00:00:00.000;2009-11-04T00:00:00.000;2009-11-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231104;2023-11-04T00:00:00.000;5;1329;2671;1480;550;750;18616;XP9F(A);e11*2001/116*0249*04;NSP90(H);NSP90L-CHLGKW(1E);0;A;;
00KFV1;Personenauto;TOYOTA;TOYOTA AURIS;20091117;MPV;BLAUW;Niet geregistreerd;4;1195;1295;20091117;20091117;Geen verstrekking in Open Data;Ja;2;4;0;0;422;0;M1;op bodemplaat by r. voorzitting;1720;0;0.06;260;Nee;Nee;Nee;2720;2023;Logisch;00;Ja;2009-11-17T00:00:00.000;2009-11-17T00:00:00.000;2009-11-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240418;2024-04-18T00:00:00.000;5;1329;2715;1720;450;1000;18790;E15UT(A);e11*2001/116*0305*07;NRE150(G);NRE150L-DGFDKW(3H);0;A;;
00KFZ3;Personenauto;TOYOTA;TOYOTA AYGO;20210630;hatchback;ROOD;Niet geregistreerd;3;815;915;20091107;20091107;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.05;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2021-06-30T00:00:00.000;2009-11-07T00:00:00.000;2009-11-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230623;2023-06-23T00:00:00.000;4;998;;1190;;;11339;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHGGKW(1G);0;A;;
00KGD6;Personenauto;TOYOTA;TOYOTA YARIS;20201124;MPV;BEIGE;Niet geregistreerd;3;960;1060;20091104;20091104;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1440;1;0.05;246;Nee;Nee;Nee;2190;2022;Logisch;00;Ja;2020-11-24T00:00:00.000;2009-11-04T00:00:00.000;2009-11-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231104;2023-11-04T00:00:00.000;5;998;1281;1440;530;750;13090;XP9F(A);e11*2001/116*0249*04;KSP90(H);KSP90L-CHMRKW(5E);0;A;;
00KGG6;Personenauto;TOYOTA;TOYOTA AYGO;20140715;hatchback;GRIJS;Niet geregistreerd;3;805;905;20091106;20091106;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2014-07-15T00:00:00.000;2009-11-06T00:00:00.000;2009-11-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240128;2024-01-28T00:00:00.000;4;998;;1190;;;10290;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00KGG7;Personenauto;TOYOTA;TOYOTA AYGO;20190926;hatchback;WIT;Niet geregistreerd;3;805;905;20091113;20091113;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2019-09-26T00:00:00.000;2009-11-13T00:00:00.000;2009-11-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231113;2023-11-13T00:00:00.000;4;998;;1190;;;11789;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00KGL5;Personenauto;TOYOTA;TOYOTA AYGO;20211123;hatchback;ZWART;Niet geregistreerd;3;780;880;20091111;20091111;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-11-23T00:00:00.000;2009-11-11T00:00:00.000;2009-11-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231122;2023-11-22T00:00:00.000;4;998;;1190;;;9434;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMRKW(1G);0;A;;
00KGP1;Personenauto;TOYOTA;TOYOTA YARIS;20220428;MPV;GRIJS;Niet geregistreerd;3;965;1065;20091116;20091116;Geen verstrekking in Open Data;Ja;2;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1440;1;0.05;246;Nee;Nee;Nee;2190;2022;Logisch;00;Ja;2022-04-28T00:00:00.000;2009-11-16T00:00:00.000;2009-11-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231117;2023-11-17T00:00:00.000;5;998;1130;1440;532;750;12490;XP9F(A);e11*2001/116*0249*04;KSP90(G);KSP90L-CGMRKW(5E);0;A;;
00KGR6;Personenauto;TOYOTA;TOYOTA PRIUS;20091113;hatchback;GRIJS;Niet geregistreerd;4;1275;1375;20091113;20091113;Geen verstrekking in Open Data;Ja;4;4;0;0;445;0;M1;r. tegen schutbord onder motorkap;1725;0;0.00;270;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2009-11-13T00:00:00.000;2009-11-13T00:00:00.000;2009-11-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231126;2023-11-26T00:00:00.000;5;1497;;1725;;;29650;HW2;e11*2001/116*0200*06;NHW20(E);NHW20L-AHEEBW(1G);0;A;;
00KGT5;Personenauto;TOYOTA;TOYOTA AYGO;20170706;hatchback;GRIJS;Niet geregistreerd;3;805;905;20091113;20091113;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2017-07-06T00:00:00.000;2009-11-13T00:00:00.000;2009-11-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231113;2023-11-13T00:00:00.000;4;998;;1190;;;11014;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;A;;
00KGT6;Personenauto;TOYOTA;TOYOTA PRIUS;20200229;hatchback;GRIJS;Niet geregistreerd;4;1345;1445;20100102;20100102;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2023;Geen oordeel;07;Ja;2020-02-29T00:00:00.000;2010-01-02T00:00:00.000;2010-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240102;2024-01-02T00:00:00.000;5;1798;;1805;;;29080;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(1A);0;A;0.00;
