kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;vervaldatum_apk_dt;aantal_zitplaatsen;cilinderinhoud;bruto_bpm;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;type_gasinstallatie
00NJH3;Personenauto;TOYOTA;TOYOTA AYGO;20200123;hatchback;GRIJS;Niet geregistreerd;3;805;905;20100921;20100921;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-01-23T00:00:00.000;2010-09-21T00:00:00.000;2010-09-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230903;2023-09-03T00:00:00.000;4;998;;1190;;;11015;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00NJK5;Personenauto;TOYOTA;TOYOTA AYGO;20200425;hatchback;WIT;Niet geregistreerd;3;780;880;20100923;20100923;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2020-04-25T00:00:00.000;2010-09-23T00:00:00.000;2010-09-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240403;2024-04-03T00:00:00.000;4;998;;1190;;;9465;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMRKW(1H);0;A;;
00NJK6;Personenauto;TOYOTA;TOYOTA YARIS;20180721;MPV;GRIJS;Niet geregistreerd;3;960;1060;20100924;20100924;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1440;0;0.05;246;Nee;Nee;Nee;2190;2022;Logisch;00;Ja;2018-07-21T00:00:00.000;2010-09-24T00:00:00.000;2010-09-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230720;2023-07-20T00:00:00.000;5;998;821;1440;530;750;12500;XP9F(A);e11*2001/116*0249*05;KSP90(H);KSP90L-CHMRKW(1F);0;A;0.00;
00NJN8;Personenauto;TOYOTA;TOYOTA PRIUS;20150910;hatchback;BLAUW;Niet geregistreerd;4;1345;1445;20101002;20101002;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2015-09-10T00:00:00.000;2010-10-02T00:00:00.000;2010-10-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231003;2023-10-03T00:00:00.000;5;1798;;1805;;;26590;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(2A);0;A;0.00;
00NJN9;Personenauto;TOYOTA;TOYOTA AURIS;20210517;MPV;ZWART;Niet geregistreerd;4;1355;1455;20100922;20100922;Geen verstrekking in Open Data;Ja;4;4;0;0;425;0;M1;by bodemplaat r. voorzitting;1805;0;0.01;260;Nee;Ja;Nee;0;2023;Logisch;00;Ja;2021-05-17T00:00:00.000;2010-09-22T00:00:00.000;2010-09-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240517;2024-05-17T00:00:00.000;5;1798;;1805;;;23490;HE15U(A);e11*2007/46*0018*01;ZWE150(H);ZWE150L-DHXNBW(2L);0;A;;
00NJS9;Personenauto;TOYOTA;TOYOTA PRIUS;20100930;hatchback;GRIJS;Niet geregistreerd;4;1345;1445;20100930;20100930;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240512;2024-05-12T00:00:00.000;5;1798;;1805;;;34040;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(2A);0;A;0.00;
00NJT1;Personenauto;TOYOTA;TOYOTA PRIUS;;hatchback;ZWART;Niet geregistreerd;4;1345;1445;20100924;20100924;Geen verstrekking in Open Data;Nee;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Ja;Nee;Nee;0;2022;Logisch;00;Nee;;2010-09-24T00:00:00.000;2010-09-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221027;2022-10-27T00:00:00.000;5;1798;;1805;;;30990;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(1A);0;A;0.00;
00NJZ4;Personenauto;TOYOTA;TOYOTA AURIS;20180215;MPV;BLAUW;Niet geregistreerd;4;1355;1455;20101001;20101001;Geen verstrekking in Open Data;Ja;4;4;0;0;425;0;M1;by bodemplaat r. voorzitting;1805;0;0.01;260;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2018-02-15T00:00:00.000;2010-10-01T00:00:00.000;2010-10-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240212;2024-02-12T00:00:00.000;5;1798;;1805;;;23490;HE15U(A);e11*2007/46*0018*02;ZWE150(H);ZWE150L-DHXNBW(2M);0;A;;
00NKF3;Personenauto;TOYOTA;TOYOTA AYGO;20160521;hatchback;ZWART;Niet geregistreerd;3;775;875;20100928;20100928;Geen verstrekking in Open Data;Ja;2;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1180;1;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2016-05-21T00:00:00.000;2010-09-28T00:00:00.000;2010-09-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230928;2023-09-28T00:00:00.000;4;998;;1180;;;9600;AB1;e11*2001/116*0236*07;KGB10(G);KGB10L-AGMRKW(1H);0;A;;
00NKJ4;Personenauto;TOYOTA;TOYOTA AYGO;20150124;hatchback;ROOD;Niet geregistreerd;3;805;905;20101002;20101002;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2015-01-24T00:00:00.000;2010-10-02T00:00:00.000;2010-10-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231002;2023-10-02T00:00:00.000;4;998;;1190;;;11715;AB1;e11*2001/116*0236*08;KGB10(H);KGB10L-AHMGKW(3J);0;A;;
00NKN6;Personenauto;TOYOTA;TOYOTA AYGO;20210910;hatchback;ZWART;Niet geregistreerd;3;805;905;20101009;20101009;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-09-10T00:00:00.000;2010-10-09T00:00:00.000;2010-10-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230903;2023-09-03T00:00:00.000;4;998;;1190;;;11015;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00NKN7;Personenauto;TOYOTA;TOYOTA YARIS;20141010;MPV;ZWART;Niet geregistreerd;3;965;1065;20101001;20101001;Geen verstrekking in Open Data;Ja;2;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1440;1;0.05;246;Nee;Ja;Nee;2190;2022;Logisch;00;Ja;2014-10-10T00:00:00.000;2010-10-01T00:00:00.000;2010-10-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231007;2023-10-07T00:00:00.000;5;998;612;1440;532;750;11384;XP9F(A);e11*2001/116*0249*04;KSP90(G);KSP90L-CGMRKW(5E);0;A;;
00NKV8;Personenauto;TOYOTA;TOYOTA YARIS;20170831;MPV;WIT;Niet geregistreerd;4;1025;1125;20100930;20100930;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;0;0.06;246;Nee;Nee;Nee;2380;2022;Logisch;00;Ja;2017-08-31T00:00:00.000;2010-09-30T00:00:00.000;2010-09-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230724;2023-07-24T00:00:00.000;5;1329;1490;1480;550;900;15484;XP9F(A);e11*2001/116*0249*05;NSP90(H);NSP90L-CHFGKW(3F);0;B;0.00;
00NKV9;Personenauto;TOYOTA;TOYOTA AYGO;20210709;hatchback;GRIJS;Niet geregistreerd;3;805;905;20101005;20101005;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-07-09T00:00:00.000;2010-10-05T00:00:00.000;2010-10-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230628;2023-06-28T00:00:00.000;4;998;;1190;;;11015;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00NLF9;Personenauto;TOYOTA;TOYOTA YARIS;20101008;MPV;ZWART;Niet geregistreerd;4;1025;1125;20101008;20101008;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;0;0.06;246;Nee;Nee;Nee;2380;2022;Logisch;00;Ja;2010-10-08T00:00:00.000;2010-10-08T00:00:00.000;2010-10-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231010;2023-10-10T00:00:00.000;5;1329;1588;1480;550;900;16009;XP9F(A);e11*2001/116*0249*05;NSP90(H);NSP90L-CHFGKW(3F);0;B;0.00;
00NLG1;Personenauto;TOYOTA;TOYOTA YARIS;20101008;MPV;GRIJS;Niet geregistreerd;4;1015;1115;20101008;20101008;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;0;0.07;246;Nee;Nee;Nee;2380;2023;Logisch;00;Ja;2010-10-08T00:00:00.000;2010-10-08T00:00:00.000;2010-10-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240502;2024-05-02T00:00:00.000;5;1329;1306;1480;550;900;14500;XP9F(A);e11*2001/116*0249*05;NSP90(H);NSP90L-CHFRKW(3F);0;B;0.00;
00NLK8;Personenauto;TOYOTA;TOYOTA PRIUS;20230501;hatchback;GRIJS;Niet geregistreerd;4;1345;1445;20101012;20101012;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2023-05-01T00:00:00.000;2010-10-12T00:00:00.000;2010-10-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230803;2023-08-03T00:00:00.000;5;1798;;1805;;;26590;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(2A);0;A;0.00;
00NLK9;Personenauto;TOYOTA;TOYOTA PRIUS;20181020;hatchback;WIT;Niet geregistreerd;4;1345;1445;20101027;20101027;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;0;0.00;270;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2018-10-20T00:00:00.000;2010-10-27T00:00:00.000;2010-10-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231027;2023-10-27T00:00:00.000;5;1798;;1805;;;29640;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(1A);0;A;0.00;
00NLL7;Personenauto;TOYOTA;TOYOTA RAV4;20110112;stationwagen;GRIJS;Niet geregistreerd;4;1280;1380;20040525;20110112;Geen verstrekking in Open Data;Ja;5;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1825;0;0.08;249;Nee;Nee;Nee;3325;2022;Geen oordeel;05;Ja;2011-01-12T00:00:00.000;2004-05-25T00:00:00.000;2011-01-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231203;2023-12-03T00:00:00.000;5;1998;8812;1825;640;1500;;;e6*2001/116*0070*04;ACA21(W);ACA21L-AWPNKW(2E);0;F;;
00NLR5;Personenauto;TOYOTA;TOYOTA YARIS;20230201;MPV;GRIJS;Niet geregistreerd;3;960;1060;20101202;20101202;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1440;0;0.05;246;Nee;Nee;Nee;2190;2023;Logisch;00;Ja;2023-02-01T00:00:00.000;2010-12-02T00:00:00.000;2010-12-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240130;2024-01-30T00:00:00.000;5;998;821;1440;530;750;12500;XP9F(A);e11*2001/116*0249*05;KSP90(H);KSP90L-CHMRKW(1F);0;A;0.00;
00NLV2;Personenauto;TOYOTA;TOYOTA AYGO;20160414;hatchback;WIT;Niet geregistreerd;3;780;880;20101015;20101015;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2016-04-14T00:00:00.000;2010-10-15T00:00:00.000;2010-10-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230623;2023-06-23T00:00:00.000;4;998;;1190;;;9465;AB1;e11*2001/116*0236*08;KGB10(H);KGB10L-AHMRKW(3J);0;A;;
00NLX7;Personenauto;TOYOTA;MR2 1.6 TWIN CAM 16;20101004;coupe;WIT;Niet geregistreerd;4;1003;1103;19860530;20101004;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. tegen schutbord in kofferruimte;1260;0;0.08;232;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2010-10-04T00:00:00.000;1986-05-30T00:00:00.000;2010-10-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20241021;2024-10-21T00:00:00.000;2;1587;;1260;400;1000;;;;;;;;;
00NLZ3;Personenauto;TOYOTA;TOYOTA YARIS;20190130;MPV;GRIJS;Niet geregistreerd;4;1015;1115;20101008;20101008;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;0;0.07;246;Nee;Nee;Nee;2380;2022;Logisch;00;Ja;2019-01-30T00:00:00.000;2010-10-08T00:00:00.000;2010-10-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240111;2024-01-11T00:00:00.000;5;1329;1306;1480;550;900;14500;XP9F(A);e11*2001/116*0249*05;NSP90(H);NSP90L-CHFRKW(3F);0;B;0.00;
00NLZ4;Personenauto;TOYOTA;TOYOTA AYGO;20200724;hatchback;GRIJS;Niet geregistreerd;3;805;905;20101012;20101012;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2020-07-24T00:00:00.000;2010-10-12T00:00:00.000;2010-10-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240106;2024-01-06T00:00:00.000;4;998;;1190;;;11015;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00NNB1;Personenauto;TOYOTA;TOYOTA AYGO;20230325;hatchback;GRIJS;Niet geregistreerd;3;765;865;20060530;20101004;Geen verstrekking in Open Data;Ja;2;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2023;Geen oordeel;05;Ja;2023-03-25T00:00:00.000;2006-05-30T00:00:00.000;2010-10-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231118;2023-11-18T00:00:00.000;4;998;536;1180;;;;;e11*2001/116*0236*02;KGB10(G);KGB10L-AGMRKW(1C);0;A;;
00NND6;Personenauto;TOYOTA;TOYOTA AVENSIS;20230401;MPV;ZWART;Niet geregistreerd;4;1385;1485;20101021;20101021;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. bodemplaat by voorzitting;2000;0;0.07;270;Nee;Nee;Nee;3500;2023;Logisch;00;Ja;2023-04-01T00:00:00.000;2010-10-21T00:00:00.000;2010-10-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240330;2024-03-30T00:00:00.000;5;1798;5764;2000;500;1500;29750;T27;e11*2001/116*0331*03;ZRT271(W);ZRT271L-AWFEPW(2D);0;B;;
00NND7;Personenauto;TOYOTA;TOYOTA AYGO;20180623;hatchback;BLAUW;Niet geregistreerd;3;805;905;20101013;20101013;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2018-06-23T00:00:00.000;2010-10-13T00:00:00.000;2010-10-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231010;2023-10-10T00:00:00.000;4;998;;1190;;;11015;AB1;e11*2001/116*0236*08;KGB10(H);KGB10L-AHMGKW(3J);0;A;;
00NNG7;Personenauto;TOYOTA;TOYOTA AYGO;20220824;hatchback;ROOD;Niet geregistreerd;3;805;905;20101016;20101016;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;1;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2022-08-24T00:00:00.000;2010-10-16T00:00:00.000;2010-10-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231016;2023-10-16T00:00:00.000;4;998;;1190;;;11715;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;A;;
00NNH4;Personenauto;TOYOTA;LANDCRUISER COLORADO FX A;20101006;stationwagen;GRIJS;Niet geregistreerd;4;1940;2040;20000609;20101006;Geen verstrekking in Open Data;Ja;5;4;;;;;M1;balk a. vooras;2750;;0.05;267;Nee;Nee;Nee;;2022;Onlogisch;04;Ja;2010-10-06T00:00:00.000;2000-06-09T00:00:00.000;2010-10-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230521;2023-05-21T00:00:00.000;8;2982;13445;2750;;;;;;;;;;;
00NNJ6;Personenauto;TOYOTA;TOYOTA AYGO;20220119;hatchback;ROOD;Niet geregistreerd;3;805;905;20101018;20101018;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2022-01-19T00:00:00.000;2010-10-18T00:00:00.000;2010-10-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240118;2024-01-18T00:00:00.000;4;998;;1190;;;11715;AB1;e11*2001/116*0236*08;KGB10(H);KGB10L-AHMGKW(3J);0;A;;
00NNL8;Personenauto;TOYOTA;TOYOTA AYGO;20200310;hatchback;WIT;Niet geregistreerd;3;780;880;20101014;20101014;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2020-03-10T00:00:00.000;2010-10-14T00:00:00.000;2010-10-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240308;2024-03-08T00:00:00.000;4;998;;1190;;;9465;AB1;e11*2001/116*0236*08;KGB10(H);KGB10L-AHMRKW(3J);0;A;;
